name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
melitopol,2022-05-22,21.1,13.5,16.6,21.1,13.5,16.6,8.7,61.4,1.3,100,20.83,rain,0,0,37.8,19.8,277.3,1004.4,82,21.1,106.3,9.3,8,10,2022-05-22T04:56:15,2022-05-22T20:14:49,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,remote
melitopol,2022-05-23,16.9,9.9,13.4,16.9,8.7,13.3,9.2,76.2,0.5,100,12.5,rain,0,0,24.1,12.2,290,1005.9,81.3,23.2,125.8,10.9,5,10,2022-05-23T04:55:17,2022-05-23T20:15:56,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
melitopol,2022-05-24,22,10,16.2,22,10,16.2,5.5,52.4,0,0,0,,0,0,36.4,17.6,309.9,1010.8,58.6,24.1,268.4,23.3,8,10,2022-05-24T04:54:21,2022-05-24T20:17:01,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-05-25,23.6,10.8,17.8,23.6,10.8,17.8,4.7,47.4,0,0,0,,0,0,24.8,13.3,287.5,1016.5,58.7,24.1,302.4,26,9,10,2022-05-25T04:53:27,2022-05-25T20:18:06,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-05-26,22.9,11.1,16,22.9,11.1,16,8.4,62.9,0.8,100,12.5,rain,0,0,49.7,26.6,234.5,1017.9,73,24.1,252.4,21.9,9,10,2022-05-26T04:52:35,2022-05-26T20:19:10,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
melitopol,2022-05-27,25.2,11.6,18.9,25.2,11.6,18.9,11,64.8,0,0,0,,0,0,46.8,23.8,264.1,1015.9,60.6,24.1,280.7,24.2,9,10,2022-05-27T04:51:46,2022-05-27T20:20:12,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-05-28,26.7,15.3,20.5,26.7,15.3,20.5,12.3,62.9,0,0,0,,0,0,48.6,24.8,218.9,1012.5,56.7,24.1,312.7,27.1,9,10,2022-05-28T04:50:58,2022-05-28T20:21:12,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-05-29,20.1,15.2,17.9,20.1,15.2,17.9,14,78.3,1.8,100,12.5,rain,0,0,19.8,9.4,0.9,1013,78.3,24.1,333.8,28.8,9,10,2022-05-29T04:50:13,2022-05-29T20:22:12,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
melitopol,2022-05-30,27.5,12.3,21.2,27,12.3,21.1,11.3,57.5,0,0,0,,0,0,42.5,22.7,111.6,1014.1,24.4,24.1,326.7,28.2,8,10,2022-05-30T04:49:31,2022-05-30T20:23:10,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-05-31,31.2,15.2,23.3,30.3,15.2,23.2,14.2,59.5,0.5,100,16.67,rain,0,0,28.4,13.7,210.1,1013.2,72.3,24.1,333.7,28.9,9,10,2022-05-31T04:48:50,2022-05-31T20:24:06,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
melitopol,2022-06-01,32.4,16.8,25.2,31.2,16.8,24.8,14.4,55.3,0.2,100,8.33,rain,0,0,27.7,13.7,178.2,1013.9,16.8,23.8,336.2,29.1,9,30,2022-06-01T04:48:12,2022-06-01T20:25:01,0.02,Rain,Clear conditions throughout the day with rain.,rain,remote
melitopol,2022-06-02,34,18,25.5,32.9,18,25,13.7,52.2,0,0,0,,0,0,30.6,15.5,98.9,1015.2,9.5,24.1,339,29.4,9,30,2022-06-02T04:47:37,2022-06-02T20:25:54,0.04,Clear,Clear conditions throughout the day.,clear-day,remote
melitopol,2022-06-03,34.6,17.7,25.6,32.7,17.7,25.1,12.2,47.3,0,0,0,rain,0,0,32.4,15.5,57,1016,16.9,22.6,284.3,24.6,9,30,2022-06-03T04:47:03,2022-06-03T20:26:46,0.07,Clear,Clear conditions throughout the day.,clear-day,remote
melitopol,2022-06-04,32.3,18.7,25.5,31.3,18.7,25.4,16,59.1,0,0,0,,0,0,34.2,18.4,15.8,1015.5,27.4,24.1,323.8,28,9,30,2022-06-04T04:46:32,2022-06-04T20:27:35,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-06-05,31,19.8,24.5,30,19.8,24.3,16.2,62.1,2.9,100,16.67,rain,0,0,42.8,16.6,4.1,1011.6,86.5,24.1,324.8,28.1,9,10,2022-06-05T04:46:04,2022-06-05T20:28:23,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
melitopol,2022-06-06,26.6,16.9,21.4,26.6,16.9,21.4,11.8,57.4,3.3,100,16.67,rain,0,0,36,18.7,45.4,1013,95.1,24.1,290.6,24.9,9,10,2022-06-06T04:45:38,2022-06-06T20:29:10,0.19,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,remote
melitopol,2022-06-07,28.1,15.1,21.8,27.1,15.1,21.7,9.7,48.4,0,0,0,,0,0,31,16.2,70,1014.3,32.5,24.1,348.5,30.1,9,10,2022-06-07T04:45:15,2022-06-07T20:29:54,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-06-08,29.1,15.2,22.5,27.9,15.2,22.3,9.9,48,0,0,0,,0,0,32.4,17.3,82.1,1012,89.8,24.1,321.8,27.9,9,10,2022-06-08T04:44:53,2022-06-08T20:30:36,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-06-09,30.8,16.5,23.9,29,16.5,23.3,9.4,42.7,0,0,0,,0,0,42.5,22.7,84,1009.9,75.4,24.1,314.5,27.2,9,10,2022-06-09T04:44:35,2022-06-09T20:31:17,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-06-10,27.6,18.8,23,28.2,18.8,23.1,13.6,56.3,0.1,100,4.17,rain,0,0,41.8,16.6,118.3,1011.8,64,23.8,331.7,28.7,9,30,2022-06-10T04:44:19,2022-06-10T20:31:55,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
melitopol,2022-06-11,31.3,16.5,24.1,29.9,16.5,23.7,12.8,56,0,0,0,,0,0,31,16.6,96,1013.1,38.3,24.1,343.3,29.6,9,10,2022-06-11T04:44:05,2022-06-11T20:32:31,0.44,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,remote
melitopol,2022-06-12,34.1,19,26.8,31.9,19,25.9,9.3,36.7,0,0,0,,0,0,41.4,21.6,51.8,1008.1,36.1,24.1,325,28.1,9,10,2022-06-12T04:43:54,2022-06-12T20:33:05,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-06-13,33,19.9,26.5,31.3,19.9,26,12.7,45.9,0.1,100,4.17,rain,0,0,33.8,16.9,41.7,1008,39.5,23.8,313,26.9,9,10,2022-06-13T04:43:46,2022-06-13T20:33:37,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
melitopol,2022-06-14,32.3,19.1,25.2,30.8,19.1,25,14.4,53.8,0.8,100,16.67,rain,0,0,44.3,22.3,316.2,1009.7,57.4,21.6,172.8,14.9,9,10,2022-06-14T04:43:40,2022-06-14T20:34:07,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,remote
melitopol,2022-06-15,25.2,18,21.6,25.2,18,21.6,12.8,60.9,1,100,16.67,rain,0,0,40.3,20.9,345,1014,53.6,23.7,222.6,19.3,7,10,2022-06-15T04:43:36,2022-06-15T20:34:35,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,remote
melitopol,2022-06-16,26.6,14.5,21.1,26.6,14.5,21.1,6.6,42.2,0,0,0,,0,0,25.9,13.3,313.9,1017.6,36.8,24.1,300.6,26.1,9,10,2022-06-16T04:43:35,2022-06-16T20:35:00,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-06-17,27.9,13,21.3,26.7,13,21.1,8.6,49.4,0,0,0,,0,0,30.6,16.6,210.8,1016.8,40.6,24.1,195.4,16.8,7,10,2022-06-17T04:43:36,2022-06-17T20:35:23,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-06-18,28.8,15.5,22.3,27.4,15.5,22.1,10.7,51.1,0,0,0,,0,0,42.1,18,277.3,1015.5,69.3,24.1,331,28.4,9,10,2022-06-18T04:43:40,2022-06-18T20:35:44,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-06-19,30,15.1,23.1,28.4,15.1,22.7,13,58.6,0,0,0,,0,0,16.6,9.4,309.1,1016.6,24.7,24.1,329.1,28.2,9,10,2022-06-19T04:43:46,2022-06-19T20:36:02,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-06-20,32.1,16.6,24.9,30.5,16.6,24.4,12,47.7,0,0,0,,0,0,36.4,18.7,178.2,1013.5,14.7,24.1,350.7,30.1,9,10,2022-06-20T04:43:55,2022-06-20T20:36:18,0.72,Clear,Clear conditions throughout the day.,clear-day,remote
melitopol,2022-06-21,32.7,18,26,31.3,18,25.4,12.3,45.3,0,0,0,,0,0,38.9,21.2,277.1,1004.5,46.4,24.1,300.9,25.9,8,10,2022-06-21T04:44:06,2022-06-21T20:36:31,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-06-22,24.2,16,20.3,24.2,16,20.3,9.5,53.2,1,100,12.5,rain,0,0,53.6,28.4,283.4,1001.3,68.2,24.1,325,28.1,10,10,2022-06-22T04:44:20,2022-06-22T20:36:42,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
melitopol,2022-06-23,20.9,11.7,16.7,20.9,11.7,16.7,11,70.2,1.9,100,29.17,rain,0,0,32.8,15.8,296.1,1004,65.1,21.5,214.6,18.4,8,10,2022-06-23T04:44:35,2022-06-23T20:36:51,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
melitopol,2022-06-24,24.3,12.7,18.5,24.3,12.7,18.5,11.3,65.8,0.8,100,20.83,rain,0,0,34.9,17.3,21.6,1006.6,73.9,23.6,216.9,18.6,8,10,2022-06-24T04:44:54,2022-06-24T20:36:57,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
melitopol,2022-06-25,25.3,14.2,20.1,25.3,14.2,20.1,14,70.3,0.2,100,8.33,rain,0,0,34.9,16.9,79.6,1010.5,66.8,23.4,327.9,28.6,9,10,2022-06-25T04:45:14,2022-06-25T20:37:00,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
melitopol,2022-06-26,29.1,16.8,22.3,28.3,16.8,22.2,14.7,65,0,0,0,rain,0,0,32.4,17.3,26.7,1012.6,87.9,23.3,159.1,13.7,8,10,2022-06-26T04:45:37,2022-06-26T20:37:01,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-06-27,27,19.9,22.9,27.1,19.9,22.9,15.7,65.8,0.7,100,20.83,rain,0,0,45,22.7,78.3,1013.4,96.4,20.6,134,11.7,6,10,2022-06-27T04:46:02,2022-06-27T20:37:00,0.99,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
melitopol,2022-06-28,29.2,19.2,23.7,28.1,19.2,23.6,13.8,56.4,0,0,0,,0,0,36,19.1,89.6,1013.8,89.1,24.1,248.9,21.5,8,10,2022-06-28T04:46:29,2022-06-28T20:36:56,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-06-29,34.2,16.5,25.9,33.6,16.5,25.6,14.2,52.9,0.2,100,8.33,rain,0,0,32.4,16.9,98.5,1013.8,54.6,23.9,297.9,25.8,9,30,2022-06-29T04:46:58,2022-06-29T20:36:49,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
melitopol,2022-06-30,31.4,20.6,24.3,31.6,20.6,24.3,17.9,69,5.2,100,29.17,rain,0,0,33.5,11.2,58,1013.8,73.1,24.1,269,23.5,9,10,2022-06-30T04:47:30,2022-06-30T20:36:40,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
melitopol,2022-07-01,31.2,17.6,24.7,29.5,17.6,24.1,11,46.7,0,0,0,,0,0,36,19.4,0.6,1013.7,21,24.1,349.9,30.2,9,10,2022-07-01T04:48:03,2022-07-01T20:36:28,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-07-02,27.4,17.4,22.4,26.6,17.4,22.2,6,37.4,0,0,0,,0,0,40.3,21.6,22,1017.2,3.9,24.1,360.2,31.2,10,10,2022-07-02T04:48:39,2022-07-02T20:36:14,0.05,Clear,Clear conditions throughout the day.,clear-day,remote
melitopol,2022-07-03,29.9,14.7,23.1,28.3,14.7,22.6,7.2,38.9,0,0,0,,0,0,26.3,13.7,353.3,1017.9,24.4,24.1,351.4,30.4,9,10,2022-07-03T04:49:16,2022-07-03T20:35:57,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-07-04,32.7,17.5,25.9,30.9,17.5,25.1,10.2,40.2,0,0,0,,0,0,28.8,15.8,339.1,1015.9,32.4,24.1,287.4,24.8,9,10,2022-07-04T04:49:56,2022-07-04T20:35:38,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-07-05,34.5,19.7,27.4,32.8,19.7,26.8,13.4,45.3,0,0,0,,0,0,40,20.9,32.9,1014.3,26.1,24.1,321,27.7,9,10,2022-07-05T04:50:37,2022-07-05T20:35:16,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-07-06,34.4,20.3,27.6,32.8,20.3,26.9,13.1,44.5,0,0,0,,0,0,41,22,131.6,1013,18.2,24.1,243.6,20.7,9,10,2022-07-06T04:51:21,2022-07-06T20:34:52,0.22,Clear,Clear conditions throughout the day.,clear-day,remote
melitopol,2022-07-07,34.6,18.4,27,32.3,18.4,26,8.4,35.1,0,0,0,,0,0,38.2,19.8,103.2,1011.5,2.2,24.1,352.3,30.4,9,10,2022-07-07T04:52:06,2022-07-07T20:34:25,0.27,Clear,Clear conditions throughout the day.,clear-day,remote
melitopol,2022-07-08,33.2,18.2,26,31.3,18.2,25.2,9.1,37,0,0,0,,0,0,36.7,19.8,98.9,1011,44.6,24.1,334.9,29,9,10,2022-07-08T04:52:53,2022-07-08T20:33:56,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-07-09,33.7,17.9,26.4,32,17.9,25.7,11,41.1,0.1,100,4.17,rain,0,0,21.2,10.4,30.3,1007.7,73.9,24.1,303.7,26.1,8,10,2022-07-09T04:53:41,2022-07-09T20:33:24,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,remote
melitopol,2022-07-10,31.1,18.8,25.2,30.1,18.8,24.9,15.4,58.8,1.6,100,25,rain,0,0,24.5,13.3,299.9,1002.7,92.2,23.6,248.4,21.3,8,10,2022-07-10T04:54:31,2022-07-10T20:32:50,0.42,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
melitopol,2022-07-11,25.4,19.8,22,25.4,19.8,22,17.8,78.4,6.4,100,50,rain,0,0,44.6,22,285.5,1005.6,76.8,20.5,173,14.8,9,10,2022-07-11T04:55:23,2022-07-11T20:32:13,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
melitopol,2022-07-12,26.7,15.7,21.5,26.7,15.7,21.5,11.9,57.9,0,0,0,,0,0,29.9,15.5,267.6,1015.4,16,24.1,304.3,26.2,9,10,2022-07-12T04:56:16,2022-07-12T20:31:34,0.49,Clear,Clear conditions throughout the day.,clear-day,remote
melitopol,2022-07-13,28.1,14.2,21.9,27,14.2,21.7,9.9,49.7,0,0,0,,0,0,34.6,18.4,231.7,1014.5,22.2,24.1,337.4,29,9,10,2022-07-13T04:57:11,2022-07-13T20:30:53,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-07-14,25.7,16.7,21.4,25.7,16.7,21.4,12,57,0.1,100,4.17,rain,0,0,42.8,23,285.3,1012.7,54.4,24.1,337.4,29.1,9,10,2022-07-14T04:58:07,2022-07-14T20:30:09,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,remote
melitopol,2022-07-15,30.9,16.6,23.6,29.2,16.6,23.3,12.8,54,0,0,0,,0,0,32.4,17.3,192.4,1014.1,8.2,24.1,341.2,29.3,9,10,2022-07-15T04:59:05,2022-07-15T20:29:23,0.53,Clear,Clear conditions throughout the day.,clear-day,remote
melitopol,2022-07-16,31.8,17.5,24.9,30.6,17.5,24.8,14.9,56.3,0.3,100,12.5,rain,0,0,29.5,17.3,334.9,1013.2,26.2,24.1,290.3,24.9,9,10,2022-07-16T05:00:04,2022-07-16T20:28:35,0.55,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,remote
melitopol,2022-07-17,31,18,23.9,30.2,18,23.7,15,60.7,0.3,100,8.33,rain,0,0,34.6,19.1,340,1014.8,36,23.2,271.4,23.3,9,10,2022-07-17T05:01:04,2022-07-17T20:27:44,0.6,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,remote
melitopol,2022-07-18,25.6,16.2,21,25.6,16.2,21,9.9,52.3,0,0,0,,0,0,41,22,334.3,1018.5,7.3,24.1,343.5,29.7,9,10,2022-07-18T05:02:05,2022-07-18T20:26:51,0.65,Clear,Clear conditions throughout the day.,clear-day,remote
melitopol,2022-07-19,28.5,14.8,22.1,27.2,14.8,21.8,9,46.8,0,0,0,,0,0,28.4,15.1,355.6,1020,22.4,24.1,335.5,29,9,10,2022-07-19T05:03:08,2022-07-19T20:25:56,0.7,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,remote
melitopol,2022-07-20,30,16.2,23.6,28.5,16.2,23.2,10.2,45.4,0,0,0,,0,0,31,16.6,294.1,1015.8,35.4,24.1,279.1,24.1,9,10,2022-07-20T05:04:11,2022-07-20T20:24:59,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-07-21,26.4,18.3,22.2,26.4,18.3,22.2,11.5,53.3,0.3,100,4.17,rain,0,0,37.4,20.2,334.2,1010.5,61.8,24.1,316.8,27.2,9,10,2022-07-21T05:05:16,2022-07-21T20:24:00,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,remote
melitopol,2022-07-22,27.2,18.7,22.6,26.6,18.7,22.5,12.2,53.3,0,0,0,,0,0,45.7,24.8,316.9,1009.3,57.9,23.9,310.2,26.8,9,10,2022-07-22T05:06:22,2022-07-22T20:22:58,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-07-23,27.9,16.5,22.1,27.2,16.5,22,13,59.7,0,0,0,,0,0,42.8,22.7,339,1012.5,26.8,24.1,269.4,23.1,8,10,2022-07-23T05:07:28,2022-07-23T20:21:55,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-07-24,31.9,18,25.1,30.2,18,24.6,12.9,51.7,0,0,0,,0,0,36.7,20.2,345.1,1012.5,29.6,24.1,317,27.4,9,10,2022-07-24T05:08:36,2022-07-24T20:20:49,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-07-25,26.4,18,22.9,26.4,18,22.9,14.2,58.4,0.1,100,4.17,rain,0,0,37.1,18,278.8,1010.3,79.4,24.1,179.1,15.5,6,10,2022-07-25T05:09:44,2022-07-25T20:19:41,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,remote
melitopol,2022-07-26,28.9,17.5,23.1,28.4,17.5,23,15.1,64.1,0.2,100,8.33,rain,0,0,30.2,15.8,322.4,1008.6,30.5,23.8,165.2,14.3,7,10,2022-07-26T05:10:53,2022-07-26T20:18:32,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
melitopol,2022-07-27,30.3,15.5,23.4,29.2,15.5,23.1,13.6,58.4,0,0,0,,0,0,25.6,13.3,330.9,1010.3,36.5,24.1,208.1,17.9,8,10,2022-07-27T05:12:03,2022-07-27T20:17:21,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-07-28,33.7,17.5,25.9,32.2,17.5,25.4,13.9,52.5,0,0,0,,0,0,25.2,13,357.5,1013.8,17.7,24.1,284.3,24.6,9,10,2022-07-28T05:13:14,2022-07-28T20:16:07,1,Clear,Clear conditions throughout the day.,clear-day,remote
melitopol,2022-07-29,33.4,21.4,27.3,33.3,21.4,27.1,14.6,48.3,0,0,0,,0,0,33.8,18.7,17.8,1015.7,24.6,23.8,192.5,16.7,8,10,2022-07-29T05:14:25,2022-07-29T20:14:52,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-07-30,32.4,19.1,25.9,30.5,19.1,25.2,9.8,38.6,0,0,0,,0,0,42.1,22.3,29.4,1014.9,40.8,24.1,306.2,26.5,9,10,2022-07-30T05:15:37,2022-07-30T20:13:35,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-07-31,34.7,18.4,26.5,33.5,18.4,26.3,12.8,44.5,0,0,0,,0,0,34.2,18.4,57.7,1010.5,48.5,24.1,312.2,27.1,9,10,2022-07-31T05:16:50,2022-07-31T20:12:16,0.04,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,remote
melitopol,2022-08-01,32.2,22.9,26.5,31.9,22.9,26.6,16.3,54.8,0.6,100,16.67,rain,0,0,43.6,23.4,32.5,1007,77.5,22.5,181.3,15.6,8,10,2022-08-01T05:18:03,2022-08-01T20:10:56,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
melitopol,2022-08-02,29.6,19,24.5,29.8,19,24.6,17.7,68.6,0.7,100,12.5,rain,0,0,34.9,16.2,289.4,1007.6,56.3,23.3,288.1,24.8,9,10,2022-08-02T05:19:16,2022-08-02T20:09:34,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,remote
melitopol,2022-08-03,29.6,19.1,24.5,29.2,19.1,24.5,16.7,64.6,0,0,0,,0,0,31.7,16.6,249,1010,38.1,24.1,303.9,26.1,9,10,2022-08-03T05:20:30,2022-08-03T20:08:10,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-08-04,29.6,18.5,24.2,29.8,18.5,24.5,17.7,69.1,0.2,100,8.33,rain,0,0,31,13.3,209.9,1012.7,37.5,24.1,260.2,22.4,8,10,2022-08-04T05:21:45,2022-08-04T20:06:44,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
melitopol,2022-08-05,30.4,19,24.1,31,19,24.2,18.6,73.3,0.9,100,8.33,rain,0,0,27,14.8,52.7,1012.7,50.5,23.8,260.9,22.5,8,10,2022-08-05T05:22:59,2022-08-05T20:05:17,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
melitopol,2022-08-06,32.7,18.9,26,31.9,18.9,25.8,15.7,56.9,0.2,100,8.33,rain,0,0,41.4,20.2,73,1011.7,22,23.8,301.5,26,9,30,2022-08-06T05:24:15,2022-08-06T20:03:49,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
melitopol,2022-08-07,34.3,19.9,27.1,32.4,19.9,26.3,11.4,40.6,0,0,0,,0,0,40.7,21.2,68.6,1011.7,15.5,24.1,239.2,20.6,8,10,2022-08-07T05:25:30,2022-08-07T20:02:19,0.36,Clear,Clear conditions throughout the day.,clear-day,remote
melitopol,2022-08-08,36.9,20.6,28.5,34.2,20.6,27.4,8,31.5,0,0,0,,0,0,36.7,17.6,56.9,1014.3,5.4,24.1,309.3,26.7,9,10,2022-08-08T05:26:46,2022-08-08T20:00:47,0.41,Clear,Clear conditions throughout the day.,clear-day,remote
melitopol,2022-08-09,36.4,20.4,28.2,34.1,20.4,27.1,7.6,30,0,0,0,,0,0,41,20.2,75.8,1014.5,8.1,24.1,305.6,26.4,9,10,2022-08-09T05:28:02,2022-08-09T19:59:14,0.45,Clear,Clear conditions throughout the day.,clear-day,remote
melitopol,2022-08-10,35.3,21,28.3,33,21,27.3,7.8,29.3,0,0,0,,0,0,40.7,22,60,1011.2,87.3,24.1,266.3,23,8,10,2022-08-10T05:29:18,2022-08-10T19:57:40,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-08-11,32.7,22.5,27.4,32.4,22.5,27,12.3,40,0.3,100,12.5,rain,0,0,39.2,20.9,85,1009.4,75.8,24,177.5,15.2,8,10,2022-08-11T05:30:35,2022-08-11T19:56:05,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
melitopol,2022-08-12,32,22,26.4,32.9,22,26.9,17.5,58.9,0.7,100,25,rain,0,0,34.2,16.9,83.5,1010.8,57.3,22.9,285.8,24.6,8,30,2022-08-12T05:31:52,2022-08-12T19:54:28,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
melitopol,2022-08-13,34.4,21.2,27.4,33.8,21.2,27.4,17.5,59.4,0,0,0,,0,0,38.2,17.3,93.3,1010,31.6,24.1,288.9,25,8,10,2022-08-13T05:33:09,2022-08-13T19:52:50,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-08-14,31.9,22.7,27.1,31.1,22.7,26.8,13,42.2,0.1,100,4.17,rain,0,0,51.1,24.5,89.4,1006.3,87.1,23.3,205,17.8,6,10,2022-08-14T05:34:26,2022-08-14T19:51:10,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,remote
melitopol,2022-08-15,33.3,22.9,27.6,33.1,22.9,28,15.4,48.9,0,0,0,rain,0,0,30.2,15.5,117.8,1004.6,75.9,23.1,279.2,24.2,8,10,2022-08-15T05:35:43,2022-08-15T19:49:30,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
melitopol,2022-08-16,29.4,22.1,24.9,31.6,22.1,25.3,21.2,81,4,100,37.5,rain,0,0,24.5,11.9,246.9,1008.6,79.9,22.2,262.6,22.8,8,30,2022-08-16T05:37:00,2022-08-16T19:47:48,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
melitopol,2022-08-17,31.2,19.8,25.3,31.3,19.8,25.5,19,71.4,0.2,100,8.33,rain,0,0,27.7,12.2,253.6,1009.2,51,24.1,257,22.4,8,30,2022-08-17T05:38:18,2022-08-17T19:46:05,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,remote
